Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes_Played,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Pass_Accuracy,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Interceptions,TklW,OG,Goals_per_90,Assists_per_90,Interceptions_per_90,Performance_Score,Predicted_Score,Value_Difference
1090,Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,20.0,2006.0,19,9,917,10.2,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1090,nl NED,DF,eng Premier League,20-052,2006.0,10.2,0,4,0,0.0,0.39,0.0,0.0,,0,0,1367,nl NED,DF,eng Premier League,20-052,2006.0,19,917,48,30.0,10.2,9,77.0,5,10,23.0,12,1.32,10,23,-13,-1.28,-2.16,1090,nl NED,DF,eng Premier League,20-052,2006.0,10.2,5,0,0,14,2,0,7,11,17,0,0.0,0.0,1.0796074154852782,0.3238822246455834,0.3272690682703232,-0.003386843624739788
197,Dilane Bakwa,fr FRA,MF,Nottingham Forest,eng Premier League,23.0,2002.0,11,4,390,4.3,0,1,1,0,0,0,1,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,197,fr FRA,MF,eng Premier League,23-245,2002.0,4.3,0,8,3,37.5,1.85,0.69,0.0,0.0,0,0,247,fr FRA,MF,eng Premier League,23-245,2002.0,11,390,35,12.7,4.3,4,61.0,0,7,21.0,7,0.64,4,9,-5,-1.15,-1.19,197,fr FRA,MF,eng Premier League,23-245,2002.0,4.3,1,0,0,9,9,0,30,0,2,0,0.0,0.23076923076923078,0.0,0.06923076923076923,0.07268578113740994,-0.003455011906640701
2314,Oliver Scarles,eng ENG,"DF,MF",West Ham United,eng Premier League,20.0,2005.0,12,9,656,7.3,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2314,eng ENG,"DF,MF",eng Premier League,20-137,2005.0,7.3,0,3,0,0.0,0.41,0.0,0.0,,0,0,2912,eng ENG,"DF,MF",eng Premier League,20-137,2005.0,12,656,55,21.4,7.3,9,69.0,4,3,11.0,14,0.92,8,16,-8,-1.1,-0.8,2314,eng ENG,"DF,MF",eng Premier League,20-137,2005.0,7.3,1,0,0,6,7,1,35,13,18,0,0.0,0.0,1.7835365853658536,0.5350609756097561,0.5385333996466012,-0.003472424036845112
2561,Mariano Troilo,ar ARG,DF,Parma,it Serie A,22.0,2003.0,17,14,1265,14.1,1,0,1,1,0,0,7,2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2561,ar ARG,DF,it Serie A,22-310,2003.0,14.1,1,9,2,22.2,0.64,0.14,0.11,0.5,0,0,3233,ar ARG,DF,it Serie A,22-310,2003.0,17,1265,74,41.3,14.1,14,84.0,10,3,31.0,12,1.17,11,20,-9,-0.64,-0.34,2561,ar ARG,DF,it Serie A,22-310,2003.0,14.1,7,2,1,23,19,0,1,11,15,0,0.07114624505928854,0.0,0.782608695652174,0.2632411067193676,0.2668242684832369,-0.0035831617638693025
1548,Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19.0,2006.0,13,1,203,2.3,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1548,ml MLI,MF,fr Ligue 1,19-287,2006.0,2.3,0,2,0,0.0,0.89,0.0,0.0,,0,0,1940,ml MLI,MF,fr Ligue 1,19-287,2006.0,13,203,16,7.5,2.3,1,67.0,0,12,11.0,16,0.69,2,6,-4,-1.77,-1.7,1548,ml MLI,MF,fr Ligue 1,19-287,2006.0,2.3,0,0,0,1,2,0,8,3,3,0,0.0,0.0,1.3300492610837438,0.3990147783251231,0.4027798373197692,-0.0037650589946460755
172,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,22.0,2004.0,30,29,2564,28.5,0,1,1,0,0,0,4,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,172,xk KVX,MF,de Bundesliga,22-064,2004.0,28.5,0,13,2,15.4,0.46,0.07,0.0,0.0,0,0,213,xk KVX,MF,de Bundesliga,22-064,2004.0,30,2564,85,91.9,28.5,29,87.0,24,1,30.0,0,1.9,59,37,22,0.77,3.16,172,xk KVX,MF,de Bundesliga,22-064,2004.0,28.5,4,0,0,25,12,1,14,28,28,0,0.0,0.035101404056162244,0.982839313572543,0.30538221528861154,0.3092282195322674,-0.0038460042436558872
1685,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,23.0,2003.0,12,5,502,5.6,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1685,fr FRA,MF,fr Ligue 1,23-000,2003.0,5.6,0,0,0,0.0,0.0,0.0,,,0,0,2114,fr FRA,MF,fr Ligue 1,23-000,2003.0,12,502,42,18.0,5.6,5,70.0,2,7,22.0,1,1.25,8,2,6,1.08,1.35,1685,fr FRA,MF,fr Ligue 1,23-000,2003.0,5.6,2,0,0,11,9,0,9,12,6,0,0.0,0.0,2.151394422310757,0.6454183266932271,0.6492801546394777,-0.0038618279462506733
771,CJ Egan-Riley,eng ENG,"DF,MF",Marseille,fr Ligue 1,23.0,2003.0,11,8,624,6.9,0,0,0,0,0,0,1,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,771,eng ENG,"DF,MF",fr Ligue 1,23-116,2003.0,6.9,0,0,0,0.0,0.0,0.0,,,0,0,964,eng ENG,"DF,MF",fr Ligue 1,23-116,2003.0,11,624,57,22.4,6.9,8,75.0,4,3,9.0,15,1.55,9,9,0,0.0,-0.75,771,eng ENG,"DF,MF",fr Ligue 1,23-116,2003.0,6.9,1,1,0,5,5,0,1,2,7,0,0.0,0.0,0.28846153846153844,0.08653846153846152,0.09043259985492577,-0.003894138316464249
131,Antoniu,es ESP,MF,Espanyol,es La Liga,23.0,2002.0,9,1,137,1.5,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,131,es ESP,MF,es La Liga,23-235,2002.0,1.5,0,3,0,0.0,1.97,0.0,0.0,,0,0,164,es ESP,MF,es La Liga,23-235,2002.0,9,137,15,4.6,1.5,1,45.0,0,8,12.0,21,1.0,3,3,0,0.0,0.38,131,es ESP,MF,es La Liga,23-235,2002.0,1.5,1,0,0,6,4,0,2,1,2,0,0.0,0.0,0.656934306569343,0.1970802919708029,0.20108250347329823,-0.004002211502495329
32,Jonas Adjetey,gh GHA,DF,Wolfsburg,de Bundesliga,22.0,2003.0,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,32,gh GHA,DF,de Bundesliga,22-136,2003.0,1.5,0,3,0,0.0,1.97,0.0,0.0,,0,0,38,gh GHA,DF,de Bundesliga,22-136,2003.0,4,137,34,4.9,1.5,1,90.0,1,3,16.0,4,0.25,1,3,-2,-1.31,-0.53,32,gh GHA,DF,de Bundesliga,22-136,2003.0,1.5,1,0,0,4,0,0,4,1,1,0,0.0,0.0,0.656934306569343,0.1970802919708029,0.20108250347329823,-0.004002211502495329
518,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,20.0,2005.0,13,6,548,6.1,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,518,it ITA,DF,de Bundesliga,20-327,2005.0,6.1,0,4,1,25.0,0.66,0.16,0.0,0.0,0,0,649,it ITA,DF,de Bundesliga,20-327,2005.0,13,548,42,19.6,6.1,6,75.0,1,7,14.0,5,0.69,2,11,-9,-1.48,-1.28,518,it ITA,DF,de Bundesliga,20-327,2005.0,6.1,1,0,0,7,1,0,0,11,8,0,0.0,0.0,1.8065693430656935,0.541970802919708,0.5460617333442719,-0.004090930424563877
192,Johan Bakayoko,be BEL,"FW,MF",RB Leipzig,de Bundesliga,23.0,2003.0,19,8,766,8.5,2,0,2,2,0,0,1,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,192,be BEL,"FW,MF",de Bundesliga,23-008,2003.0,8.5,2,24,9,37.5,2.82,1.06,0.08,0.22,0,0,240,be BEL,"FW,MF",de Bundesliga,23-008,2003.0,19,766,40,27.5,8.5,8,72.0,0,11,18.0,7,1.89,15,9,6,0.7,-0.1,192,be BEL,"FW,MF",de Bundesliga,23-008,2003.0,8.5,1,0,0,12,11,3,14,2,3,0,0.2349869451697128,0.0,0.2349869451697128,0.16449086161879897,0.16858614609739586,-0.004095284478596889
1240,Mateo Joseph,es ESP,"MF,FW",Mallorca,es La Liga,22.0,2003.0,29,19,1699,18.9,2,3,5,2,0,0,2,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1240,es ESP,"MF,FW",es La Liga,22-191,2003.0,18.9,2,33,14,42.4,1.75,0.74,0.06,0.14,0,0,1544,es ESP,"MF,FW",es La Liga,22-191,2003.0,29,1699,59,57.2,18.9,19,76.0,4,10,25.0,1,1.03,24,29,-5,-0.26,0.09,1240,es ESP,"MF,FW",es La Liga,22-191,2003.0,18.9,2,0,0,19,31,4,14,13,19,0,0.10594467333725721,0.15891701000588582,0.6886403766921718,0.29664508534432016,0.30074313093455063,-0.00409804559023047
1941,Gift Orban,ng NGA,FW,Hellas Verona,it Serie A,23.0,2002.0,28,23,2027,22.5,7,2,9,5,2,2,4,1,0.31,,,,,,,,,,,,,,,,,,,,,,,,,1941,ng NGA,FW,it Serie A,23-285,2002.0,22.5,7,85,28,32.9,3.77,1.24,0.06,0.18,2,2,2435,ng NGA,FW,it Serie A,23-285,2002.0,28,2027,72,66.2,22.5,23,79.0,9,5,40.0,1,0.5,14,33,-19,-0.84,0.38,1941,ng NGA,FW,it Serie A,23-285,2002.0,22.5,4,1,0,22,20,20,14,3,3,0,0.3108041440552541,0.08880118401578689,0.1332017760236803,0.1909225456339418,0.19507992184598397,-0.00415737621204218
332,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23.0,2002.0,11,6,633,7.0,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,332,es ESP,DF,es La Liga,23-310,2002.0,7.0,0,1,0,0.0,0.14,0.0,0.0,,0,0,412,es ESP,DF,es La Liga,23-310,2002.0,11,633,58,21.3,7.0,6,80.0,4,5,31.0,22,0.82,6,14,-8,-1.14,-0.98,332,es ESP,DF,es La Liga,23-310,2002.0,7.0,1,0,0,4,8,0,17,15,8,0,0.0,0.0,2.132701421800948,0.6398104265402843,0.6440395146315808,-0.004229088091296518
144,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,21.0,2005.0,6,2,187,2.1,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,144,es ESP,DF,es La Liga,21-009,2005.0,2.1,0,0,0,0.0,0.0,0.0,,,0,0,179,es ESP,DF,es La Liga,21-009,2005.0,6,187,31,6.3,2.1,2,68.0,0,4,13.0,16,1.67,6,1,5,2.41,2.6,144,es ESP,DF,es La Liga,21-009,2005.0,2.1,0,1,0,3,0,0,5,1,3,0,0.0,0.0,0.48128342245989303,0.1443850267379679,0.14862368463645415,-0.004238657898486237
482,Castrin,es ESP,DF,Sevilla,es La Liga,23.0,2003.0,15,10,1002,11.1,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,482,es ESP,DF,es La Liga,23-117,2003.0,11.1,0,7,1,14.3,0.63,0.09,0.0,0.0,0,0,600,es ESP,DF,es La Liga,23-117,2003.0,15,1002,67,33.7,11.1,10,84.0,8,5,32.0,13,0.93,17,14,3,0.27,1.09,482,es ESP,DF,es La Liga,23-117,2003.0,11.1,3,0,0,9,10,1,1,18,12,0,0.0,0.0,1.6167664670658681,0.4850299401197604,0.4893498086547899,-0.00431986853502947
1073,Lewis Hall,eng ENG,DF,Newcastle United,eng Premier League,21.0,2004.0,26,21,1888,21.0,1,1,2,1,0,0,3,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1073,eng ENG,DF,eng Premier League,21-232,2004.0,21.0,1,22,5,22.7,1.05,0.24,0.05,0.2,0,0,1346,eng ENG,DF,eng Premier League,21-232,2004.0,26,1888,73,61.7,21.0,21,86.0,16,5,18.0,4,1.23,29,35,-6,-0.29,-0.44,1073,eng ENG,DF,eng Premier League,21-232,2004.0,21.0,3,0,0,15,37,0,92,26,28,0,0.04766949152542373,0.04766949152542373,1.2394067796610169,0.40519067796610164,0.4095204725124926,-0.00432979454639093
1523,Mathias Løvik,no NOR,MF,Parma,it Serie A,22.0,2003.0,9,5,471,5.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1523,no NOR,MF,it Serie A,22-143,2003.0,5.2,0,3,0,0.0,0.57,0.0,0.0,,0,0,1913,no NOR,MF,it Serie A,22-143,2003.0,9,471,52,15.4,5.2,5,79.0,2,4,19.0,10,1.0,5,8,-3,-0.57,-0.16,1523,no NOR,MF,it Serie A,22-143,2003.0,5.2,0,0,0,3,2,2,15,7,8,0,0.0,0.0,1.3375796178343948,0.40127388535031844,0.4056269848379957,-0.004353099487677259
1783,Believe Munongo,fr FRA,MF,Metz,fr Ligue 1,16.0,2009.0,8,4,334,3.7,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1783,fr FRA,MF,fr Ligue 1,16-156,2009.0,3.7,0,4,0,0.0,1.08,0.0,0.0,,0,0,2238,fr FRA,MF,fr Ligue 1,16-156,2009.0,8,334,42,12.0,3.7,4,61.0,1,4,22.0,4,0.38,2,8,-6,-1.62,-0.41,1783,fr FRA,MF,fr Ligue 1,16-156,2009.0,3.7,1,0,0,13,2,0,2,4,4,0,0.0,0.0,1.0778443113772456,0.32335329341317365,0.32771875185349225,-0.004365458440318604
18,Mathieu Acapandié,mg MAD,DF,Nantes,fr Ligue 1,21.0,2004.0,4,1,106,1.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,18,mg MAD,DF,fr Ligue 1,21-135,2004.0,1.2,0,0,0,0.0,0.0,0.0,,,0,0,22,mg MAD,DF,fr Ligue 1,21-135,2004.0,4,106,27,3.8,1.2,1,78.0,0,3,9.0,1,0.25,0,6,-6,-5.09,-4.46,18,mg MAD,DF,fr Ligue 1,21-135,2004.0,1.2,0,0,0,1,0,0,6,1,0,0,0.0,0.0,0.8490566037735848,0.2547169811320754,0.2593060650957971,-0.004589083963721707
227,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22.0,2003.0,23,20,1661,18.5,1,1,2,1,0,0,0,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,227,es ESP,MF,es La Liga,22-317,2003.0,18.5,1,23,6,26.1,1.25,0.33,0.04,0.17,0,0,285,es ESP,MF,es La Liga,22-317,2003.0,23,1661,72,55.9,18.5,20,78.0,13,3,34.0,0,1.96,30,16,14,0.76,0.41,227,es ESP,MF,es La Liga,22-317,2003.0,18.5,0,0,0,12,23,0,30,26,16,0,0.054184226369656835,0.054184226369656835,1.4087898856110779,0.46056592414208314,0.4653573414724005,-0.004791417330317349
2132,Federico Redondo,ar ARG,MF,Elche,es La Liga,23.0,2003.0,11,1,179,2.0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2132,ar ARG,MF,es La Liga,23-100,2003.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,2686,ar ARG,MF,es La Liga,23-100,2003.0,11,179,16,6.0,2.0,1,63.0,0,10,12.0,19,1.17,3,6,-3,-1.51,-1.41,2132,ar ARG,MF,es La Liga,23-100,2003.0,2.0,0,1,0,8,5,0,0,5,2,0,0.0,0.0,2.513966480446927,0.7541899441340781,0.7591092897829728,-0.004919345648894624
1647,Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,22.0,2004.0,23,12,1085,12.1,3,2,5,3,0,0,0,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,1647,be BEL,"MF,FW",de Bundesliga,22-102,2004.0,12.1,3,15,7,46.7,1.24,0.58,0.2,0.43,0,0,2063,be BEL,"MF,FW",de Bundesliga,22-102,2004.0,23,1085,47,38.9,12.1,12,72.0,1,11,21.0,3,0.96,14,20,-6,-0.5,0.14,1647,be BEL,"MF,FW",de Bundesliga,22-102,2004.0,12.1,0,0,0,4,22,3,22,3,10,0,0.2488479262672811,0.16589861751152074,0.2488479262672811,0.223963133640553,0.22895632070867794,-0.004993187068124932
1952,Ibrahim Osman,gh GHA,"MF,FW",Auxerre,fr Ligue 1,21.0,2004.0,14,7,625,6.9,0,2,2,0,0,0,0,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,1952,gh GHA,"MF,FW",fr Ligue 1,21-150,2004.0,6.9,0,18,6,33.3,2.59,0.86,0.0,0.0,0,0,2448,gh GHA,"MF,FW",fr Ligue 1,21-150,2004.0,14,625,45,22.4,6.9,7,72.0,2,7,17.0,2,0.43,3,11,-8,-1.15,-0.86,1952,gh GHA,"MF,FW",fr Ligue 1,21-150,2004.0,6.9,0,0,0,7,14,3,10,6,7,0,0.0,0.28800000000000003,0.8639999999999999,0.3455999999999999,0.35060298155680125,-0.005002981556801345
2465,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23.0,2002.0,21,14,1286,14.3,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2465,mr MTN,DF,fr Ligue 1,23-261,2002.0,14.3,0,9,1,11.1,0.63,0.07,0.0,0.0,0,0,3114,mr MTN,DF,fr Ligue 1,23-261,2002.0,21,1286,61,46.1,14.3,14,84.0,10,7,16.0,10,0.76,14,19,-5,-0.35,0.25,2465,mr MTN,DF,fr Ligue 1,23-261,2002.0,14.3,1,0,0,17,13,2,39,16,24,0,0.0,0.0,1.119751166407465,0.3359253499222395,0.3410919267591311,-0.00516657683689159
99,Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,21,15,1408,15.6,0,0,0,0,0,0,4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,99,ch SUI,DF,de Bundesliga,22-271,2003.0,15.6,0,10,2,20.0,0.64,0.13,0.0,0.0,0,0,126,ch SUI,DF,de Bundesliga,22-271,2003.0,21,1408,67,50.5,15.6,15,89.0,14,6,11.0,7,1.29,23,27,-4,-0.26,-0.39,99,ch SUI,DF,de Bundesliga,22-271,2003.0,15.6,4,0,0,15,10,0,3,26,10,1,0.0,0.0,1.6619318181818183,0.49857954545454547,0.5037911258699966,-0.005211580415451167
1790,Murillo,br BRA,DF,Nottingham Forest,eng Premier League,23.0,2002.0,25,25,2130,23.7,1,0,1,1,0,0,5,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1790,br BRA,DF,eng Premier League,23-298,2002.0,23.7,1,11,4,36.4,0.46,0.17,0.09,0.25,0,0,2246,br BRA,DF,eng Premier League,23-298,2002.0,25,2130,85,69.6,23.7,25,85.0,22,0,,1,1.24,29,29,0,0.0,0.39,1790,br BRA,DF,eng Premier League,23-298,2002.0,23.7,5,0,0,23,7,0,2,29,23,2,0.04225352112676056,0.0,1.2253521126760563,0.38450704225352106,0.38982287718144404,-0.00531583492792298
105,Amorim,br BRA,MF,Genoa,it Serie A,20.0,2005.0,7,2,246,2.7,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,105,br BRA,MF,it Serie A,20-345,2005.0,2.7,0,2,0,0.0,0.73,0.0,0.0,,0,0,134,br BRA,MF,it Serie A,20-345,2005.0,7,246,35,8.0,2.7,2,73.0,0,5,20.0,4,1.43,4,5,-1,-0.37,-0.14,105,br BRA,MF,it Serie A,20-345,2005.0,2.7,0,0,0,3,8,1,7,3,3,0,0.0,0.0,1.0975609756097562,0.32926829268292684,0.33468792536097475,-0.005419632678047903
1906,Adam Obert,sk SVK,"DF,MF",Cagliari,it Serie A,23.0,2002.0,31,29,2414,26.8,0,3,3,0,0,0,10,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1906,sk SVK,"DF,MF",it Serie A,23-248,2002.0,26.8,0,10,3,30.0,0.37,0.11,0.0,0.0,0,0,2383,sk SVK,"DF,MF",it Serie A,23-248,2002.0,31,2414,78,78.9,26.8,29,82.0,16,2,21.0,1,1.13,24,37,-13,-0.48,-0.48,1906,sk SVK,"DF,MF",it Serie A,23-248,2002.0,26.8,10,1,1,38,11,0,55,41,28,0,0.0,0.11184755592377797,1.5285832642916322,0.49212924606462305,0.4975584351727914,-0.005429189108168364
2753,Luck Zogbé,ci CIV,DF,Brest,fr Ligue 1,21.0,2005.0,8,2,198,2.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2753,ci CIV,DF,fr Ligue 1,21-035,2005.0,2.2,0,2,0,0.0,0.91,0.0,0.0,,0,0,3464,ci CIV,DF,fr Ligue 1,21-035,2005.0,8,198,25,7.3,2.2,2,90.0,2,6,3.0,17,1.5,4,3,1,0.45,0.71,2753,ci CIV,DF,fr Ligue 1,21-035,2005.0,2.2,0,0,0,7,5,0,9,2,5,0,0.0,0.0,0.9090909090909092,0.27272727272727276,0.2781696991264212,-0.005442426399148437
1762,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19.0,2006.0,7,0,108,1.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1762,fr FRA,MF,fr Ligue 1,19-260,2006.0,1.2,0,0,0,0.0,0.0,0.0,,,0,0,2212,fr FRA,MF,fr Ligue 1,19-260,2006.0,7,108,15,3.9,1.2,0,,0,7,15.0,15,1.57,1,0,1,0.83,1.3,1762,fr FRA,MF,fr Ligue 1,19-260,2006.0,1.2,0,0,0,1,2,0,0,1,0,0,0.0,0.0,0.8333333333333333,0.24999999999999997,0.2554753399034826,-0.005475339903482618
863,Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,19.0,2007.0,3,0,108,1.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,863,eng ENG,MF,eng Premier League,19-040,2007.0,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,1084,eng ENG,MF,eng Premier League,19-040,2007.0,3,108,36,3.5,1.2,0,,0,3,36.0,4,1.33,0,0,0,0.0,-0.43,863,eng ENG,MF,eng Premier League,19-040,2007.0,1.2,0,0,0,2,1,0,0,1,1,0,0.0,0.0,0.8333333333333333,0.24999999999999997,0.2554753399034826,-0.005475339903482618
588,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,19.0,2007.0,28,28,2462,27.4,1,0,1,1,0,0,3,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,588,es ESP,DF,es La Liga,19-096,2007.0,27.4,1,10,2,20.0,0.37,0.07,0.1,0.5,0,0,738,es ESP,DF,es La Liga,19-096,2007.0,28,2462,88,82.9,27.4,28,88.0,23,0,,5,2.57,72,27,45,1.65,-0.48,588,es ESP,DF,es La Liga,19-096,2007.0,27.4,3,0,0,24,8,0,0,26,25,0,0.036555645816409424,0.0,0.950446791226645,0.29975629569455725,0.3052675755221493,-0.0055112798275920305
329,Lamare Bogarde,nl NED,"MF,DF",Aston Villa,eng Premier League,22.0,2004.0,25,9,880,9.8,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,329,nl NED,"MF,DF",eng Premier League,22-113,2004.0,9.8,0,0,0,0.0,0.0,0.0,,,0,0,409,nl NED,"MF,DF",eng Premier League,22-113,2004.0,25,880,35,28.8,9.8,9,79.0,3,16,11.0,9,1.64,13,14,-1,-0.1,-0.35,329,nl NED,"MF,DF",eng Premier League,22-113,2004.0,9.8,5,0,0,16,17,0,2,3,15,0,0.0,0.0,0.3068181818181818,0.09204545454545454,0.09755954194832298,-0.005514087402868434
174,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,21.0,2004.0,28,21,2005,22.3,1,1,2,1,0,0,3,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,174,cm CMR,MF,fr Ligue 1,21-134,2004.0,22.3,1,20,5,25.0,0.9,0.22,0.05,0.2,0,0,215,cm CMR,MF,fr Ligue 1,21-134,2004.0,28,2005,72,71.9,22.3,21,87.0,17,7,24.0,1,1.29,26,29,-3,-0.13,0.09,174,cm CMR,MF,fr Ligue 1,21-134,2004.0,22.3,3,0,0,21,36,0,43,26,31,1,0.04488778054862842,0.04488778054862842,1.167082294264339,0.3815461346633416,0.38706090583146335,-0.005514771168121768
1630,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,18.0,2008.0,16,6,614,6.8,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1630,fr FRA,MF,fr Ligue 1,18-046,2008.0,6.8,0,4,0,0.0,0.59,0.0,0.0,,0,0,2041,fr FRA,MF,fr Ligue 1,18-046,2008.0,16,614,38,22.0,6.8,6,74.0,3,10,17.0,3,0.5,4,8,-4,-0.59,-0.13,1630,fr FRA,MF,fr Ligue 1,18-046,2008.0,6.8,3,0,0,12,9,1,5,7,7,0,0.0,0.0,1.0260586319218241,0.3078175895765472,0.31339072156208186,-0.005573131985534663
2532,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,22.0,2004.0,20,7,638,7.1,1,1,2,1,0,0,4,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,2532,de GER,FW,de Bundesliga,22-034,2004.0,7.1,1,25,3,12.0,3.53,0.42,0.04,0.33,0,0,3196,de GER,FW,de Bundesliga,22-034,2004.0,20,638,32,22.9,7.1,7,65.0,1,13,14.0,7,0.9,9,10,-1,-0.14,0.57,2532,de GER,FW,de Bundesliga,22-034,2004.0,7.1,4,0,0,16,7,2,5,1,5,0,0.14106583072100312,0.14106583072100312,0.14106583072100312,0.14106583072100312,0.1466962965874043,-0.005630465866401174
1514,Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23.0,2002.0,30,23,2019,22.4,0,1,1,0,0,0,2,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1514,us USA,"DF,MF",de Bundesliga,23-349,2002.0,22.4,0,19,3,15.8,0.85,0.13,0.0,0.0,0,0,1901,us USA,"DF,MF",de Bundesliga,23-349,2002.0,30,2019,67,72.4,22.4,23,81.0,11,7,24.0,1,1.03,31,38,-7,-0.31,-0.2,1514,us USA,"DF,MF",de Bundesliga,23-349,2002.0,22.4,2,0,0,12,36,3,81,27,25,0,0.0,0.04457652303120356,1.2035661218424962,0.37444279346210996,0.38017092123831153,-0.005728127776201575
